,Town,Super Petrol,Diesel,Kerosene,Price Period
0,Mombasa,127.46,108.36,101.29,January-2022
1,Kilifi,128.17,109.07,102.01,January-2022
2,Likoni Mainland,127.82,108.71,101.65,January-2022
3,Kwale,127.82,108.71,101.65,January-2022
4,Malindi,128.39,109.27,102.21,January-2022
5,Lungalunga,128.53,109.43,102.36,January-2022
6,Voi,128.94,109.84,102.76,January-2022
7,Taveta,130.36,111.24,104.18,January-2022
8,Lamu,130.77,111.65,104.59,January-2022
9,Hola,131.05,111.94,104.88,January-2022
10,Nairobi,129.72,110.6,103.54,January-2022
11,Thika,129.72,110.6,103.54,January-2022
12,Machakos,129.95,110.84,103.78,January-2022
13,Kajiado,130.13,111.01,103.95,January-2022
14,Makuyu,130.0,110.88,103.82,January-2022
15,Muranga,130.24,111.12,104.06,January-2022
16,Sagana,130.45,111.34,104.27,January-2022
17,Embu,130.82,111.7,104.64,January-2022
18,Kerugoya,130.73,111.63,104.57,January-2022
19,Narok,131.1,111.99,104.92,January-2022
20,Nyeri,131.09,111.97,104.91,January-2022
21,Namanga,131.25,112.15,105.07,January-2022
22,Kiganjo,131.05,111.93,104.87,January-2022
23,Chuka,131.35,112.23,105.17,January-2022
24,Kitui,131.24,112.13,105.06,January-2022
25,Mwingi,131.63,112.51,105.45,January-2022
26,Nanyuki,131.64,112.54,105.46,January-2022
27,Nkubu,132.61,113.5,106.43,January-2022
28,Mtito Andei,132.15,113.03,105.97,January-2022
29,Meru,132.81,113.69,106.63,January-2022
30,Isiolo,132.67,113.55,106.49,January-2022
31,Maua,133.26,114.15,107.08,January-2022
32,Garissa,133.88,114.77,107.71,January-2022
33,Marsabit,137.57,118.45,111.39,January-2022
34,Liboi,136.65,117.54,110.47,January-2022
35,Moyale,139.15,120.03,112.97,January-2022
36,Sololo,138.2,119.09,112.03,January-2022
37,Habaswein,136.57,117.46,110.4,January-2022
38,Dadaab,135.27,116.15,109.09,January-2022
39,Tarbaj,138.82,119.71,112.64,January-2022
40,Elwak,140.42,121.32,114.25,January-2022
41,Wajir,138.97,119.87,112.8,January-2022
42,Modogashe,136.72,117.6,110.54,January-2022
43,Mandera,142.75,123.64,116.58,January-2022
44,Nakuru,129.24,110.43,103.39,January-2022
45,Gilgil,129.21,110.39,103.36,January-2022
46,Mogotio,129.2,110.38,103.33,January-2022
47,Molo,129.29,110.46,103.43,January-2022
48,Olenguruone,129.99,111.16,104.13,January-2022
49,Londiani,129.5,110.69,103.65,January-2022
50,Nyahururu,129.49,110.68,103.64,January-2022
51,Archers Post,132.48,113.66,106.63,January-2022
52,Lodosoit,133.57,114.76,107.72,January-2022
53,Naivasha,129.57,110.75,103.71,January-2022
54,Marigat,129.97,111.15,104.11,January-2022
55,Kabarnet ,130.46,111.64,104.61,January-2022
56,Maralal,131.54,112.73,105.69,January-2022
57,Eldoret,130.13,111.32,104.27,January-2022
58,Kiplombe,130.13,111.32,104.27,January-2022
59,Iten,130.13,111.32,104.27,January-2022
60,Naiberi,130.13,111.32,104.27,January-2022
61,Kesses,130.13,111.32,104.27,January-2022
62,Kapsabet,130.14,111.34,104.28,January-2022
63,Webuye,130.55,111.75,104.7,January-2022
64,Kitale,130.49,111.68,104.63,January-2022
65,Kapenguria ,131.12,112.32,105.27,January-2022
66,Bungoma,130.9,112.08,105.04,January-2022
67,Moiben,130.14,111.34,104.28,January-2022
68,Matunda,130.12,111.3,104.26,January-2022
69,Burnt Forest,130.08,111.27,104.22,January-2022
70,Tambach,130.16,111.36,104.31,January-2022
71,Kapsowar,130.64,111.82,104.78,January-2022
72,Chebara,130.52,111.7,104.66,January-2022
73,Kimwarer,130.44,111.63,104.59,January-2022
74,Timboroa,130.36,111.55,104.5,January-2022
75,Nandi Hills,130.32,111.51,104.47,January-2022
76,Kaiboi,130.18,111.37,104.33,January-2022
77,Kiminini,130.67,111.87,104.81,January-2022
78,Endebes,131.03,112.21,105.16,January-2022
79,Saboti,130.7,111.89,104.85,January-2022
80,Chepareria,131.33,112.53,105.47,January-2022
81,Lomut,132.95,114.13,107.09,January-2022
82,Burgich,131.75,112.94,105.89,January-2022
83,Sigor,131.88,113.07,106.02,January-2022
84,Lodwar,134.31,115.5,108.45,January-2022
85,Kakuma,135.9,117.09,110.04,January-2022
86,Lokichar,133.3,114.5,107.45,January-2022
87,Kalokol,135.07,116.26,109.21,January-2022
88,Lokori,133.67,114.87,107.82,January-2022
89,Lokitaung,137.95,119.15,112.09,January-2022
90,Kapedo,132.95,114.13,107.09,January-2022
91,Malaba,131.3,112.48,105.44,January-2022
92,Lokichogio,137.08,118.28,111.23,January-2022
93,Ziwa,130.32,111.51,104.47,January-2022
94,Soy,130.13,111.32,104.27,January-2022
95,Moi's Bridge,130.19,111.38,104.34,January-2022
96,Turbo,130.08,111.27,104.22,January-2022
97,Kibish,138.19,119.37,112.33,January-2022
98,Nakalale,137.01,118.2,111.15,January-2022
99,Loima,133.42,114.62,107.57,January-2022
100,Lokiriama,134.99,116.19,109.13,January-2022
101,Kainuk,132.2,113.39,106.34,January-2022
102,Kacheliba,131.52,112.72,105.67,January-2022
103,Kiwawa,132.14,113.32,106.27,January-2022
104,Ortum,131.72,112.91,105.86,January-2022
105,Kachibora,130.52,111.7,104.66,January-2022
106,Kwanza,131.23,112.42,105.38,January-2022
107,Kaplamai,130.54,111.74,104.68,January-2022
108,Eldama Ravine,130.96,112.15,105.11,January-2022
109,Tenges,131.1,112.29,105.25,January-2022
110,Barwessa,131.21,112.41,105.35,January-2022
111,Kipsaraman,132.12,113.31,106.26,January-2022
112,Loruk,131.99,113.18,106.13,January-2022
113,Kabartonjo,130.96,112.15,105.11,January-2022
114,Tindiret,131.03,112.21,105.16,January-2022
115,O'lessos,130.19,111.38,104.34,January-2022
116,Kobujoi,130.59,111.79,104.74,January-2022
117,Serem,130.67,111.87,104.81,January-2022
118,Kabiyet,130.13,111.32,104.27,January-2022
119,Cheptulu,130.55,111.75,104.7,January-2022
120,Songor,131.1,112.29,105.25,January-2022
121,Kapcherop,130.73,111.93,104.88,January-2022
122,Sambalat,131.42,112.61,105.57,January-2022
123,Arror,131.07,112.27,105.21,January-2022
124,Tot,131.27,112.47,105.42,January-2022
125,Kaptarakwa,130.32,111.51,104.47,January-2022
126,Kisumu,130.12,111.3,104.26,January-2022
127,Sondu,130.23,111.4,104.37,January-2022
128,Oyugis,130.7,111.89,104.85,January-2022
129,Kakamega,130.17,111.35,104.32,January-2022
130,Mumias,130.44,111.63,104.59,January-2022
131,Bondo,130.33,111.51,104.48,January-2022
132,Siaya,130.45,111.64,104.6,January-2022
133,Kericho,130.63,111.81,104.77,January-2022
134,Nyamira,130.69,111.88,104.84,January-2022
135,Kisii,131.0,112.18,105.15,January-2022
136,Sotik,130.83,112.02,104.98,January-2022
137,Keroka,131.01,112.2,105.16,January-2022
138,Busia,130.99,112.17,105.14,January-2022
139,Homabay,130.94,112.12,105.08,January-2022
140,Migori,131.79,112.97,105.94,January-2022
141,Isebania,132.07,113.26,106.22,January-2022
142,Bomet,131.23,112.42,105.38,January-2022
143,Muhoroni,130.36,111.53,104.49,January-2022
144,Mbita,130.93,112.1,105.07,January-2022
145,Mbale,130.12,111.3,104.26,January-2022
146,Etago,131.58,112.75,105.72,January-2022
147,Magenche,131.67,112.86,105.82,January-2022
148,Kilgoris,131.51,112.69,105.66,January-2022
0,Mombasa,127.46,108.36,101.29,February-2022
1,Kilifi,128.17,109.07,102.01,February-2022
2,Likoni Mainland,127.82,108.71,101.65,February-2022
3,Kwale,127.82,108.71,101.65,February-2022
4,Malindi,128.39,109.27,102.21,February-2022
5,Lungalunga,128.53,109.43,102.36,February-2022
6,Voi,128.94,109.84,102.76,February-2022
7,Taveta,130.36,111.24,104.18,February-2022
8,Lamu,130.77,111.65,104.59,February-2022
9,Hola,131.05,111.94,104.88,February-2022
10,Nairobi,129.72,110.6,103.54,February-2022
11,Thika,129.72,110.6,103.54,February-2022
12,Machakos,129.95,110.84,103.78,February-2022
13,Matuu,130.6180414752543,111.50157446276752,104.44027042970876,February-2022
14,Kajiado,130.13,111.01,103.95,February-2022
15,Makuyu,130.0,110.88,103.82,February-2022
16,Muranga,130.24,111.12,104.06,February-2022
17,Sagana,130.45,111.34,104.27,February-2022
18,Embu,130.82,111.7,104.64,February-2022
19,Kerugoya,130.73,111.63,104.57,February-2022
20,Narok,131.1,111.99,104.92,February-2022
21,Nyeri,131.09,111.97,104.91,February-2022
22,Namanga,131.25,112.15,105.07,February-2022
23,Kiganjo,131.05,111.93,104.87,February-2022
24,Chuka,131.35,112.23,105.17,February-2022
25,Kitui,131.24,112.13,105.06,February-2022
26,Mwingi,131.63,112.51,105.45,February-2022
27,Nanyuki,131.64,112.54,105.46,February-2022
28,Nkubu,132.61,113.5,106.43,February-2022
29,Mtito Andei,132.15,113.03,105.97,February-2022
30,Meru,132.81,113.69,106.63,February-2022
31,Isiolo,132.67,113.55,106.49,February-2022
32,Maua,133.26,114.15,107.08,February-2022
33,Garissa,133.88,114.77,107.71,February-2022
34,Marsabit,137.57,118.45,111.39,February-2022
35,Liboi,136.65,117.54,110.47,February-2022
36,Moyale,139.15,120.03,112.97,February-2022
37,Sololo,138.2,119.09,112.03,February-2022
38,Habaswein,136.57,117.46,110.4,February-2022
39,Dadaab,135.27,116.15,109.09,February-2022
40,Tarbaj,138.82,119.71,112.64,February-2022
41,Elwak,140.42,121.32,114.25,February-2022
42,Wajir,138.97,119.87,112.8,February-2022
43,Modogashe,136.72,117.6,110.54,February-2022
44,Mandera,142.75,123.64,116.58,February-2022
45,Nakuru,129.24,110.43,103.39,February-2022
46,Gilgil,129.21,110.39,103.36,February-2022
47,Mogotio,129.2,110.38,103.33,February-2022
48,Molo,129.29,110.46,103.43,February-2022
49,Olenguruone,129.99,111.16,104.13,February-2022
50,Londiani,129.5,110.69,103.65,February-2022
51,Nyahururu,129.49,110.68,103.64,February-2022
52,Archers Post,132.48,113.66,106.63,February-2022
53,Lodosoit,133.57,114.76,107.72,February-2022
54,Naivasha,129.57,110.75,103.71,February-2022
55,Marigat,129.97,111.15,104.11,February-2022
56,Kabarnet ,130.46,111.64,104.61,February-2022
57,Maralal,131.54,112.73,105.69,February-2022
58,Eldoret,130.13,111.32,104.27,February-2022
59,Kiplombe,130.13,111.32,104.27,February-2022
60,Iten,130.13,111.32,104.27,February-2022
61,Naiberi,130.13,111.32,104.27,February-2022
62,Kesses,130.13,111.32,104.27,February-2022
63,Kapsabet,130.14,111.34,104.28,February-2022
64,Webuye,130.55,111.75,104.7,February-2022
65,Kitale,130.49,111.68,104.63,February-2022
66,Kapenguria ,131.12,112.32,105.27,February-2022
67,Bungoma,130.9,112.08,105.04,February-2022
68,Moiben,130.14,111.34,104.28,February-2022
69,Matunda,130.12,111.3,104.26,February-2022
70,Burnt Forest,130.08,111.27,104.22,February-2022
71,Tambach,130.16,111.36,104.31,February-2022
72,Kapsowar,130.64,111.82,104.78,February-2022
73,Chebara,130.52,111.7,104.66,February-2022
74,Kimwarer,130.44,111.63,104.59,February-2022
75,Timboroa,130.36,111.55,104.5,February-2022
76,Nandi Hills,130.32,111.51,104.47,February-2022
77,Kaiboi,130.18,111.37,104.33,February-2022
78,Kiminini,130.67,111.87,104.81,February-2022
79,Endebes,131.03,112.21,105.16,February-2022
80,Saboti,130.7,111.89,104.85,February-2022
81,Chepareria,131.33,112.53,105.47,February-2022
82,Lomut,132.95,114.13,107.09,February-2022
83,Burgich,131.75,112.94,105.89,February-2022
84,Sigor,131.88,113.07,106.02,February-2022
85,Lowdar,134.31,115.5,108.45,February-2022
86,Kakuma,135.9,117.09,110.04,February-2022
87,Lokichar,133.3,114.5,107.45,February-2022
88,Kalokol,135.07,116.26,109.21,February-2022
89,Lokori,133.67,114.87,107.82,February-2022
90,Lokitaung,137.95,119.15,112.09,February-2022
91,Kapedo,132.95,114.13,107.09,February-2022
92,Malaba,131.3,112.48,105.44,February-2022
93,Lokichogio,137.08,118.28,111.23,February-2022
94,Ziwa,130.32,111.51,104.47,February-2022
95,Soy,130.13,111.32,104.27,February-2022
96,Moi's Bridge,130.19,111.38,104.34,February-2022
97,Turbo,130.08,111.27,104.22,February-2022
98,Kibish,138.19,119.37,112.33,February-2022
99,Nakalale,137.01,118.2,111.15,February-2022
100,Loima,133.42,114.62,107.57,February-2022
101,Lokiriama,134.99,116.19,109.13,February-2022
102,Kainuk,132.2,113.39,106.34,February-2022
103,Kacheliba,131.52,112.72,105.67,February-2022
104,Kiwawa,132.14,113.32,106.27,February-2022
105,Ortum,131.72,112.91,105.86,February-2022
106,Kachibora,130.52,111.7,104.66,February-2022
107,Kwanza,131.23,112.42,105.38,February-2022
108,Kaplamai,130.54,111.74,104.68,February-2022
109,Eldama Ravine,130.96,112.15,105.11,February-2022
110,Tenges,131.1,112.29,105.25,February-2022
111,Barwessa,131.21,112.41,105.35,February-2022
112,Kipsaraman,132.12,113.31,106.26,February-2022
113,Loruk,131.99,113.18,106.13,February-2022
114,Kabartonjo,130.96,112.15,105.11,February-2022
115,Tindiret,131.03,112.21,105.16,February-2022
116,O'lessos,130.19,111.38,104.34,February-2022
117,Kobujoi,130.59,111.79,104.74,February-2022
118,Serem,130.67,111.87,104.81,February-2022
119,Kabiyet,130.13,111.32,104.27,February-2022
120,Cheptulu,130.55,111.75,104.7,February-2022
121,Songor,131.1,112.29,105.25,February-2022
122,Kapcherop,130.73,111.93,104.88,February-2022
123,Sambalat,131.42,112.61,105.57,February-2022
124,Arror,131.07,112.27,105.21,February-2022
125,Tot,131.27,112.47,105.42,February-2022
126,Kaptarakwa,130.32,111.51,104.47,February-2022
127,Kisumu,130.12,111.3,104.26,February-2022
128,Sondu,130.23,111.4,104.37,February-2022
129,Oyugis,130.7,111.89,104.85,February-2022
130,Kakamega,130.17,111.35,104.32,February-2022
131,Mumias,130.44,111.63,104.59,February-2022
132,Bondo,130.33,111.51,104.48,February-2022
133,Siaya,130.45,111.64,104.6,February-2022
134,Kericho,130.63,111.81,104.77,February-2022
135,Nyamira,130.69,111.88,104.84,February-2022
136,Kisii,131.0,112.18,105.15,February-2022
137,Sotik,130.83,112.02,104.98,February-2022
138,Keroka,131.01,112.2,105.16,February-2022
139,Busia,130.99,112.17,105.14,February-2022
140,Homabay,130.94,112.12,105.08,February-2022
141,Migori,131.79,112.97,105.94,February-2022
142,Isebania,132.07,113.26,106.22,February-2022
143,Bomet,131.23,112.42,105.38,February-2022
144,Muhoroni,130.36,111.53,104.49,February-2022
145,Mbita,130.93,112.1,105.07,February-2022
146,Mbale,130.12,111.3,104.26,February-2022
147,Etago,131.58,112.75,105.72,February-2022
148,Magenche,131.67,112.86,105.82,February-2022
149,Kilgoris,131.51,112.69,105.66,February-2022
0,Mombasa,132.46,113.36,101.29,March-2022
1,Kilifi,133.17,114.07,102.01,March-2022
2,Likoni Mainland,132.82,113.71,101.65,March-2022
3,Kwale,132.82,113.71,101.65,March-2022
4,Malindi,133.38,114.27,102.21,March-2022
5,Lungalunga,133.53,114.43,102.36,March-2022
6,Voi,133.94,114.84,102.77,March-2022
7,Taveta,135.35,116.24,104.18,March-2022
8,Lamu,135.76,116.66,104.6,March-2022
9,Hola,136.05,116.94,104.88,March-2022
10,Mpeketoni,135.76,116.66,104.6,March-2022
11,Minjila,134.73,115.62,103.56,March-2022
12,Garsen,134.82,115.71,103.65,March-2022
13,Samburu,132.76,113.66,101.6,March-2022
14,Taru,132.94,113.84,101.78,March-2022
15,Mwatate,134.28,115.17,103.11,March-2022
16,Wundanji,134.44,115.34,103.28,March-2022
17,Kaloleni,132.61,113.52,101.45,March-2022
18,Marereni,134.04,114.94,102.87,March-2022
19,Nairobi,134.72,115.6,103.54,March-2022
20,Thika,134.72,115.61,103.54,March-2022
21,Machakos,134.96,115.84,103.78,March-2022
22,Kajiado,135.14,116.02,103.96,March-2022
23,Makuyu,135.01,115.89,103.83,March-2022
24,Muranga,135.24,116.12,104.06,March-2022
25,Sagana,135.45,116.35,104.28,March-2022
26,Embu,135.82,116.7,104.64,March-2022
27,Kerugoya,135.74,116.63,104.57,March-2022
28,Narok,136.1,117.0,104.93,March-2022
29,Nyeri,136.09,116.97,104.91,March-2022
30,Namanga,136.26,117.15,105.08,March-2022
31,Kiganjo,136.06,116.94,104.88,March-2022
32,Chuka,136.35,117.23,105.17,March-2022
33,Kitui,136.25,117.14,105.07,March-2022
34,Mwingi,136.63,117.53,105.46,March-2022
35,Nanyuki,136.65,117.54,105.47,March-2022
36,Nkubu,137.61,118.51,106.44,March-2022
37,Mtito Andei,137.15,118.04,105.98,March-2022
38,Meru,137.81,118.7,106.64,March-2022
39,Isiolo,137.67,118.56,106.49,March-2022
40,Maua,138.26,119.16,107.09,March-2022
41,Garissa,138.89,119.77,107.71,March-2022
42,Marsabit,142.57,123.45,111.39,March-2022
43,Liboi,141.65,122.54,110.47,March-2022
44,Moyale,144.15,125.04,112.97,March-2022
45,Sololo,143.21,124.09,112.03,March-2022
46,Habaswein,141.58,122.46,110.4,March-2022
47,Dadaab,140.27,121.15,109.09,March-2022
48,Tarbaj,143.82,124.72,112.64,March-2022
49,Elwak,145.43,126.32,114.25,March-2022
50,Wajir,143.98,124.87,112.81,March-2022
51,Modogashe,141.72,122.6,110.54,March-2022
52,Mandera,147.75,128.65,116.58,March-2022
53,Matuu,135.62,116.5,104.44,March-2022
54,Merti,140.06,120.95,108.89,March-2022
55,Oldonyiro,137.07,117.96,105.89,March-2022
56,Eldas,145.76,126.64,114.58,March-2022
57,Bute,142.79,123.68,111.62,March-2022
58,Hadado,141.38,122.27,110.2,March-2022
59,Mai Mahiu,134.84,115.72,103.66,March-2022
60,Doldo,137.41,118.3,106.23,March-2022
61,Lamuria,136.53,117.42,105.35,March-2022
62,Rumuruti,137.23,118.12,106.06,March-2022
63,Sipili,137.4,118.28,106.22,March-2022
64,Marimanti,137.02,117.91,105.85,March-2022
65,Mutuobare,136.36,117.25,105.18,March-2022
66,North Horr,143.53,124.42,112.35,March-2022
67,Maikona,142.15,123.03,110.97,March-2022
68,Kalacha,142.69,123.57,111.51,March-2022
69,Loyangalani,142.75,123.64,111.57,March-2022
70,Turbi,142.56,123.44,111.38,March-2022
71,Laisamis,139.76,120.66,108.58,March-2022
72,Merille,139.47,120.35,108.29,March-2022
73,Korr,140.71,121.6,109.53,March-2022
74,Nakuru,134.24,115.43,103.39,March-2022
75,Gilgil,134.21,115.39,103.36,March-2022
76,Mogotio,134.2,115.38,103.34,March-2022
77,Molo,134.29,115.46,103.43,March-2022
78,Olenguruone,134.99,116.16,104.13,March-2022
79,Londiani,134.5,115.69,103.65,March-2022
80,Nyahururu,134.49,115.68,103.64,March-2022
81,Archers Post,137.48,118.66,106.63,March-2022
82,Lodosoit,138.58,119.76,107.73,March-2022
83,Naivasha,134.57,115.75,103.71,March-2022
84,Marigat,134.98,116.15,104.11,March-2022
85,Kabarnet ,135.46,116.64,104.61,March-2022
86,Maralal,136.55,117.73,105.7,March-2022
87,Wamba,137.39,118.57,106.53,March-2022
88,Eldoret,135.13,116.32,104.27,March-2022
89,Kiplombe,135.13,116.32,104.27,March-2022
90,Iten,135.13,116.32,104.27,March-2022
91,Naiberi,135.13,116.32,104.27,March-2022
92,Kesses,135.13,116.32,104.27,March-2022
93,Kapsabet,135.14,116.34,104.28,March-2022
94,Webuye,135.55,116.75,104.7,March-2022
95,Kitale,135.49,116.68,104.63,March-2022
96,Kapenguria ,136.12,117.32,105.27,March-2022
97,Bungoma,135.9,117.08,105.04,March-2022
98,Moiben,135.14,116.34,104.28,March-2022
99,Matunda,135.12,116.3,104.26,March-2022
100,Burnt Forest,135.08,116.27,104.22,March-2022
101,Tambach,135.17,116.36,104.31,March-2022
102,Kapsowar,135.64,116.82,104.78,March-2022
103,Chebara,135.52,116.7,104.66,March-2022
104,Kimwarer,135.44,116.63,104.59,March-2022
105,Timboroa,135.37,116.55,104.5,March-2022
106,Nandi Hills,135.32,116.51,104.47,March-2022
107,Kaiboi,135.18,116.37,104.33,March-2022
108,Kiminini,135.67,116.87,104.81,March-2022
109,Endebes,136.03,117.21,105.17,March-2022
110,Saboti,135.7,116.89,104.85,March-2022
111,Chepareria,136.33,117.53,105.47,March-2022
112,Lomut,137.95,119.13,107.09,March-2022
113,Burgich,136.75,117.94,105.89,March-2022
114,Sigor,136.88,118.07,106.02,March-2022
115,Lodwar,139.31,120.5,108.45,March-2022
116,Kakuma,140.9,122.09,110.04,March-2022
117,Lokichar,138.31,119.5,107.45,March-2022
118,Kalokol,140.07,121.26,109.21,March-2022
119,Lokori,138.67,119.87,107.82,March-2022
120,Lokitaung,142.95,124.15,112.09,March-2022
121,Kapedo,137.95,119.13,107.09,March-2022
122,Malaba,136.3,117.48,105.44,March-2022
123,Lokichogio,142.08,123.28,111.23,March-2022
124,Ziwa,135.32,116.51,104.47,March-2022
125,Soy,135.13,116.32,104.27,March-2022
126,Moi's Bridge,135.19,116.38,104.34,March-2022
127,Turbo,135.08,116.27,104.22,March-2022
128,Kibish,143.19,124.37,112.33,March-2022
129,Nakalale,142.01,123.2,111.15,March-2022
130,Loima,138.42,119.62,107.57,March-2022
131,Lokiriama,139.99,121.19,109.13,March-2022
132,Kainuk,137.2,118.39,106.34,March-2022
133,Kacheliba,136.52,117.72,105.67,March-2022
134,Kiwawa,137.14,118.32,106.28,March-2022
135,Ortum,136.72,117.91,105.86,March-2022
136,Kachibora,135.52,116.7,104.66,March-2022
137,Kwanza,136.23,117.42,105.38,March-2022
138,Kaplamai,135.54,116.74,104.68,March-2022
139,Eldama Ravine,135.96,117.15,105.11,March-2022
140,Tenges,136.1,117.29,105.25,March-2022
141,Barwessa,136.22,117.41,105.35,March-2022
142,Kipsaraman,137.12,118.31,106.26,March-2022
143,Loruk,136.99,118.18,106.13,March-2022
144,Kabartonjo,135.96,117.15,105.11,March-2022
145,Tindiret,136.03,117.21,105.17,March-2022
146,O'lessos,135.19,116.38,104.34,March-2022
147,Kobujoi,135.59,116.79,104.74,March-2022
148,Serem,135.67,116.87,104.81,March-2022
149,Kabiyet,135.13,116.32,104.27,March-2022
150,Cheptulu,135.55,116.75,104.7,March-2022
151,Songor,136.1,117.29,105.25,March-2022
152,Kapcherop,135.73,116.93,104.88,March-2022
153,Sambalat,136.42,117.61,105.57,March-2022
154,Arror,136.07,117.27,105.21,March-2022
155,Tot,136.28,117.47,105.42,March-2022
156,Kaptarakwa,135.32,116.51,104.47,March-2022
157,Kapese,138.27,119.46,107.42,March-2022
158,Kalemngorok,137.67,118.85,106.81,March-2022
159,Marich,136.64,117.84,105.79,March-2022
160,Alale,137.14,118.32,106.28,March-2022
161,Kunyao,136.79,117.99,105.94,March-2022
162,Asilong,136.38,117.58,105.53,March-2022
163,Orolwo,136.42,117.61,105.57,March-2022
164,Sebit,136.37,117.56,105.52,March-2022
165,Morpus,136.28,117.47,105.42,March-2022
166,Chepkorniswo,136.17,117.35,105.31,March-2022
167,Kaibichbich,136.11,117.3,105.26,March-2022
168,Keringet,135.84,117.03,104.99,March-2022
169,Kisumu,135.13,116.3,104.26,March-2022
170,Sondu,135.24,116.4,104.37,March-2022
171,Oyugis,135.71,116.89,104.85,March-2022
172,Kakamega,135.18,116.35,104.32,March-2022
173,Mumias,135.46,116.63,104.59,March-2022
174,Bondo,135.35,116.51,104.48,March-2022
175,Siaya,135.46,116.64,104.6,March-2022
176,Kericho,135.65,116.81,104.77,March-2022
177,Nyamira,135.7,116.88,104.84,March-2022
178,Kisii,136.01,117.18,105.15,March-2022
179,Sotik,135.84,117.02,104.98,March-2022
180,Keroka,136.03,117.2,105.16,March-2022
181,Busia,136.0,117.17,105.14,March-2022
182,Homabay,135.95,117.12,105.08,March-2022
183,Migori,136.8,117.97,105.94,March-2022
0,Mombasa,142.36,123.26,111.19,April-2022
1,Kilifi,143.07,123.97,111.91,April-2022
2,Likoni Mainland,142.72,123.61,111.55,April-2022
3,Kwale,142.72,123.61,111.55,April-2022
4,Malindi,143.28,124.17,112.11,April-2022
5,Lungalunga,143.43,124.33,112.26,April-2022
6,Voi,143.84,124.74,112.67,April-2022
7,Taveta,145.25,126.14,114.08,April-2022
8,Lamu,145.66,126.56,114.5,April-2022
9,Hola,145.95,126.84,114.78,April-2022
10,Mpeketoni,145.66,126.56,114.5,April-2022
11,Minjila,144.63,125.52,113.46,April-2022
12,Garsen,144.72,125.61,113.55,April-2022
13,Samburu,142.66,123.56,111.5,April-2022
14,Taru,142.84,123.74,111.68,April-2022
15,Mwatate,144.18,125.07,113.01,April-2022
16,Wundanji,144.34,125.24,113.18,April-2022
17,Kaloleni,142.51,123.42,111.35,April-2022
18,Marereni,143.94,124.84,112.77,April-2022
19,Nairobi,144.62,125.5,113.44,April-2022
20,Thika,144.62,125.51,113.44,April-2022
21,Machakos,144.86,125.74,113.68,April-2022
22,Kajiado,145.04,125.92,113.86,April-2022
23,Makuyu,144.91,125.79,113.73,April-2022
24,Muranga,145.14,126.02,113.96,April-2022
25,Sagana,145.35,126.25,114.18,April-2022
26,Embu,145.72,126.6,114.54,April-2022
27,Kerugoya,145.64,126.53,114.47,April-2022
28,Narok,146.0,126.9,114.83,April-2022
29,Nyeri,145.99,126.87,114.81,April-2022
30,Namanga,146.16,127.05,114.98,April-2022
31,Kiganjo,145.96,126.84,114.78,April-2022
32,Chuka,146.25,127.13,115.07,April-2022
33,Kitui,146.15,127.04,114.97,April-2022
34,Mwingi,146.53,127.43,115.36,April-2022
35,Nanyuki,146.55,127.44,115.37,April-2022
36,Nkubu,147.51,128.41,116.34,April-2022
37,Mtito Andei,147.05,127.94,115.88,April-2022
38,Meru,147.71,128.6,116.54,April-2022
39,Isiolo,147.57,128.46,116.39,April-2022
40,Maua,148.16,129.06,116.99,April-2022
41,Garissa,148.79,129.67,117.61,April-2022
42,Marsabit,152.47,133.35,121.29,April-2022
43,Liboi,151.55,132.44,120.37,April-2022
44,Moyale,154.05,134.94,122.87,April-2022
45,Sololo,153.11,133.99,121.93,April-2022
46,Habaswein,151.48,132.36,120.3,April-2022
47,Dadaab,150.17,131.05,118.99,April-2022
48,Tarbaj,153.72,134.62,122.54,April-2022
49,Elwak,155.33,136.22,124.15,April-2022
50,Wajir,153.88,134.77,122.71,April-2022
51,Modogashe,151.62,132.5,120.44,April-2022
52,Mandera,157.65,138.55,126.48,April-2022
53,Matuu,145.52,126.4,114.34,April-2022
54,Merti,149.96,130.85,118.79,April-2022
55,Oldonyiro,146.97,127.86,115.79,April-2022
56,Eldas,155.66,136.54,124.48,April-2022
57,Bute,152.69,133.58,121.52,April-2022
58,Hadado,151.28,132.17,120.1,April-2022
59,Mai Mahiu,144.74,125.62,113.56,April-2022
60,Doldo,147.31,128.2,116.13,April-2022
61,Lamuria,146.43,127.32,115.25,April-2022
62,Rumuruti,147.13,128.02,115.96,April-2022
63,Sipili,147.3,128.18,116.12,April-2022
64,Marimanti,146.92,127.81,115.75,April-2022
65,Mutuobare,146.26,127.15,115.08,April-2022
66,North Horr,153.43,134.32,122.25,April-2022
67,Maikona,152.05,132.93,120.87,April-2022
68,Kalacha,152.59,133.47,121.41,April-2022
69,Loyangalani,152.65,133.54,121.47,April-2022
70,Turbi,152.46,133.34,121.28,April-2022
71,Laisamis,149.66,130.56,118.48,April-2022
72,Merille,149.37,130.25,118.19,April-2022
73,Korr,150.61,131.5,119.43,April-2022
74,Nakuru,144.14,125.33,113.29,April-2022
75,Gilgil,144.11,125.29,113.26,April-2022
76,Mogotio,144.1,125.28,113.24,April-2022
77,Molo,144.19,125.36,113.33,April-2022
78,Olenguruone,144.89,126.06,114.03,April-2022
79,Londiani,144.4,125.59,113.55,April-2022
80,Nyahururu,144.39,125.58,113.54,April-2022
